FILENAME,URL,URLLength,Domain,DomainLength,IsDomainIP,TLD,URLSimilarityIndex,CharContinuationRate,TLDLegitimateProb,URLCharProb,TLDLength,NoOfSubDomain,HasObfuscation,NoOfObfuscatedChar,ObfuscationRatio,NoOfLettersInURL,LetterRatioInURL,NoOfDegitsInURL,DegitRatioInURL,NoOfEqualsInURL,NoOfQMarkInURL,NoOfAmpersandInURL,NoOfOtherSpecialCharsInURL,SpacialCharRatioInURL,IsHTTPS,LineOfCode,LargestLineLength,HasTitle,Title,DomainTitleMatchScore,URLTitleMatchScore,HasFavicon,Robots,IsResponsive,NoOfURLRedirect,NoOfSelfRedirect,HasDescription,NoOfPopup,NoOfiFrame,HasExternalFormSubmit,HasSocialNet,HasSubmitButton,HasHiddenFields,HasPasswordField,Bank,Pay,Crypto,HasCopyrightInfo,NoOfImage,NoOfCSS,NoOfJS,NoOfSelfRef,NoOfEmptyRef,NoOfExternalRef,label
134099.txt,https://www.odysseyadventures.ca,31,www.odysseyadventures.ca,24,0,ca,100.0,1.0,0.0101825,0.055397861,2,1,0,0,0.0,18,0.581,0,0.0,0,0,0,1,0.032,1,269,1046,1,odysseyadventures,100.0,100.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,12,3,1,0,0,4,1
695461.txt,https://www.docnrollfestival.com,31,www.docnrollfestival.com,24,0,com,100.0,1.0,0.5229071,0.061219124,3,1,0,0,0.0,18,0.581,0,0.0,0,0,0,1,0.032,1,494,283,1,docnrollfestival,100.0,100.0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,33,4,6,47,0,16,1
7995263.txt,https://email.notify.thinkific.com/c/ejwnjsukxcaurl8m7hj8j1m46m38rrhetsntoqoghvn6eqrqla5fecp0yhrjvhpidgdgwek0wgatyjs0uokxmsmv4lajsrndge2stuj8j_7ozgd4up_17uyug7y4lz-r-hjbtoq0khgxwvl0qm1ubmbwi928fzrrrqjj5uy9tem8jv4zgudzv88vfmdqu1vg8jvivkahxwymp_vc4e0hfdf4cvyrkwrgdtvditvluuvxmt895fxzyifdtnj98fvplpij1owe7dhf_y0uu9q,311,email.notify.thinkific.com,26,0,com,5.294065892,0.454545455,0.5229071,0.031002622,3,2,0,0,0.0,244,0.785,48,0.154,0,0,0,11,0.035,1,14,320,1,emailnotifythinkificcejwnjsukxcaurl8m7hj8j1m46m38rrhetsntoqoghvn6eqrqla5fecp0yhrjvhpidgdgwek0wgatyjs0uokxmsmv4lajsrndge2stuj8j_7ozgd4up_17uyug7y4lz-r-hjbtoq0khgxwvl0qm1ubmbwi928fzrrrqjj5uy9tem8jv4zgudzv88vfmdqu1vg8jvivkahxwymp_vc4e0hfdf4cvyrkwrgdtvditvluuvxmt895fxzyifdtnj98fvplpij1owe7dhf_y0uu9,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
mw155508.txt,http://www.online-counter.cn,28,www.online-counter.cn,21,0,cn,85.48476454,0.571428571,0.0033218,0.067664839,2,1,0,0,0.0,15,0.536,0,0.0,0,0,0,2,0.071,0,12,415,1,online-counter,100.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
444380.txt,https://www.hard-core-dx.com,27,www.hard-core-dx.com,20,0,com,100.0,0.416666667,0.5229071,0.061124184,3,1,0,0,0.0,12,0.444,0,0.0,0,0,0,3,0.111,1,683,7323,1,hard-re-dx,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4,30,0,33,1
mw17539.txt,http://www.kommesantor.com,25,www.kommesantor.com,19,0,com,65.71428571,1.0,0.5229071,0.070831528,3,1,0,0,0.0,13,0.52,0,0.0,0,0,0,1,0.04,0,2,2826,1,kommesantor,100.0,100.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
7961046.txt,http://pageescovery11292022.rf.gd/,33,pageescovery11292022.rf.gd,26,0,gd,35.87552049,0.913043478,5.02e-05,0.036307463,2,1,0,0,0.0,16,0.485,8,0.242,0,0,0,2,0.061,0,2,837,0,0,4.347826087,4.347826087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
150936.txt,https://www.nellyssecurity.com,29,www.nellyssecurity.com,22,0,com,100.0,1.0,0.5229071,0.057569758,3,1,0,0,0.0,16,0.552,0,0.0,0,0,0,1,0.034,1,2837,4014,1,nellyssecurity,100.0,100.0,1,1,1,0,0,1,0,2,1,1,1,1,0,0,1,0,1,97,19,16,144,1,149,1
mw50943.txt,http://www.fantasyleague.cc,26,www.fantasyleague.cc,20,0,cc,89.38869666,1.0,0.0010349,0.056859329,2,1,0,0,0.0,14,0.538,0,0.0,0,0,0,1,0.038,0,2,35,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
807302.txt,https://www.mediainfoline.com,28,www.mediainfoline.com,21,0,com,100.0,1.0,0.5229071,0.066178123,3,1,0,0,0.0,15,0.536,0,0.0,0,0,0,1,0.036,1,196,12283,1,mediainfoline,100.0,100.0,0,1,1,0,0,0,0,2,0,1,1,1,0,0,0,0,1,58,1,3,115,0,116,1
823543.txt,https://www.businesstalk-kudamm.com,34,www.businesstalk-kudamm.com,27,0,com,100.0,0.684210526,0.5229071,0.054274984,3,1,0,0,0.0,20,0.588,0,0.0,0,0,0,2,0.059,1,544,2159,1,businesstalk-kudamm,100.0,100.0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,18,1,4,74,0,83,1
8110792.txt,https://noisy-voice-1030.rkmvad.workers.dev/,44,noisy-voice-1030.rkmvad.workers.dev,35,0,dev,41.98639456,0.387096774,0.0009613,0.047652496,3,2,0,0,0.0,26,0.591,4,0.091,0,0,0,6,0.136,1,90,394,1,noisy-voice-1030rkmvadworkers,0.0,0.0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,2,0,2,0
mw78690.txt,http://www.fclouddown.co,23,www.fclouddown.co,17,0,co,61.87658495,1.0,0.0059772,0.051696829,2,1,0,0,0.0,11,0.478,0,0.0,0,0,0,1,0.043,0,9,51,1,flouddown,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
828694.txt,https://www.laybooks.com,23,www.laybooks.com,16,0,com,100.0,1.0,0.5229071,0.061234009,3,1,0,0,0.0,10,0.435,0,0.0,0,0,0,1,0.043,1,224,1301,1,laybooks,100.0,100.0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,1,0,1,4,1,3,13,0,2,1
568721.txt,https://www.s-sm.org,19,www.s-sm.org,12,0,org,100.0,0.75,0.0799628,0.067488167,3,1,0,0,0.0,5,0.263,0,0.0,0,0,0,2,0.105,1,1120,17804,1,s-sm,100.0,100.0,1,0,1,0,0,1,0,5,0,1,1,1,0,0,0,0,1,21,3,14,47,0,31,1
522434.txt,https://www.anextour.com.ua,26,www.anextour.com.ua,19,0,ua,100.0,0.75,0.0023239,0.062709326,2,2,0,0,0.0,12,0.462,0,0.0,0,0,0,2,0.077,1,797,742,1,anextorcom,0.0,0.0,1,0,0,0,0,1,0,2,0,1,0,1,1,1,0,0,1,7,9,19,46,2,21,1
8032205.txt,https://kanagawanomori.com/hi/,29,kanagawanomori.com,18,0,com,71.79962894,1.0,0.5229071,0.063802337,3,0,0,0,0.0,19,0.655,0,0.0,0,0,0,2,0.069,1,163,120,1,kanagawanomorihi,0.0,100.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8139317.txt,https://apple--id.firebaseapp.com/,34,apple--id.firebaseapp.com,25,0,com,79.53230769,0.619047619,0.5229071,0.057372016,3,1,0,0,0.0,21,0.618,0,0.0,0,0,0,5,0.147,1,11,1663,1,apple--idfirebaseapp,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0
413561.txt,https://www.ukpia.com,20,www.ukpia.com,13,0,com,100.0,1.0,0.5229071,0.056115548,3,1,0,0,0.0,7,0.35,0,0.0,0,0,0,1,0.05,1,764,1837,1,ukpia,100.0,100.0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,40,5,12,103,0,32,1
68847.txt,https://www.geekalerts.com,25,www.geekalerts.com,18,0,com,100.0,1.0,0.5229071,0.065436566,3,1,0,0,0.0,12,0.48,0,0.0,0,0,0,1,0.04,1,1725,8047,1,geekalerts,100.0,100.0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,94,10,23,431,1,418,1
638738.txt,https://www.glassslipperboutique.net,35,www.glassslipperboutique.net,28,0,net,100.0,1.0,0.0384199,0.053301222,3,1,0,0,0.0,22,0.629,0,0.0,0,0,0,1,0.029,1,3790,2685,1,glassslipperboutique,100.0,100.0,0,0,1,0,0,1,0,19,0,1,1,0,1,1,1,0,1,56,3,25,165,10,13,1
8101970.txt,https://docs.google.com/presentation/d/e/2pacx-1vrfhvxeixkdl9hbmibq6l-ahzpnsuxv2-r83anprlirca6zx2bw0grkafoltdor_o-pdsbohq-g8vra/pub?start=false&loop=false&delayms=3000,167,docs.google.com,15,0,com,9.540761837,0.636363636,0.5229071,0.044802559,3,1,0,0,0.0,125,0.749,15,0.09,3,1,0,15,0.114,1,11,515,1,docsgooglepresentationde2pacx-1vrfhvxeixkdl9hbmibq6l-ahzpnsuxv2-r83anprlirca6zx2bw0grkafoltdor_o-pdsbohq-g8vrapub?start=false&loop=false&delayms=3000,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
8090120.txt,https://vnote-mbiselangor.firebaseapp.com/,42,vnote-mbiselangor.firebaseapp.com,33,0,com,56.29017447,0.413793103,0.5229071,0.061022418,3,1,0,0,0.0,30,0.714,0,0.0,0,0,0,4,0.095,1,108,8125,1,vnote-mbiselangorfirebaseapp,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
800832.txt,https://www.csmusic.net,22,www.csmusic.net,15,0,net,100.0,1.0,0.0384199,0.062317742,3,1,0,0,0.0,9,0.409,0,0.0,0,0,0,1,0.045,1,579,304,1,csmusic,100.0,100.0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,7,7,4,90,0,7,1
604121.txt,https://www.lastbestbox.com,26,www.lastbestbox.com,19,0,com,100.0,1.0,0.5229071,0.058627295,3,1,0,0,0.0,13,0.5,0,0.0,0,0,0,1,0.038,1,777,1977,1,lastbestbox,100.0,100.0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,4,6,13,22,0,6,1
43625.txt,https://www.denik.cz,19,www.denik.cz,12,0,cz,100.0,1.0,0.0036307,0.054890504,2,1,0,0,0.0,6,0.316,0,0.0,0,0,0,1,0.053,1,3618,893,1,denik,100.0,100.0,1,1,1,0,0,1,0,2,0,1,1,0,0,0,0,0,1,67,2,7,285,0,131,1
159360.txt,https://www.thefancarpet.com,27,www.thefancarpet.com,20,0,com,100.0,1.0,0.5229071,0.063106986,3,1,0,0,0.0,14,0.519,0,0.0,0,0,0,1,0.037,1,3724,9381,1,thefancarpet,100.0,100.0,1,1,1,0,0,1,3,13,0,1,1,0,0,1,1,0,1,138,32,38,450,2,487,1
oph07384.txt,http://silly-lehmann.151-80-13-4.plesk.page/b14ef,49,silly-lehmann.151-80-13-4.plesk.page,36,0,page,22.15366767,0.35483871,0.0001446,0.036131843,4,2,0,0,0.0,24,0.49,10,0.204,0,0,0,8,0.163,0,9,58,1,silly-lehmann151-80-13-4pleskb14ef,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
697024.txt,https://www.avmc.army.mil,24,www.avmc.army.mil,17,0,mil,100.0,0.555555556,0.0002984,0.05708971,3,2,0,0,0.0,10,0.417,0,0.0,0,0,0,2,0.083,1,889,3856,1,avmcarmy,0.0,0.0,1,1,1,0,0,0,0,2,0,1,0,1,0,0,0,0,1,16,6,7,30,3,44,1
8111865.txt,https://att-mail-102747.weeblysite.com/,39,att-mail-102747.weeblysite.com,30,0,com,39.5125448,0.653846154,0.5229071,0.046885668,3,1,0,0,0.0,20,0.513,6,0.154,0,0,0,5,0.128,1,68,80,1,att-mail-102747weeblysite,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
oph08069.txt,https://onlinequranteaching.com/public/vu1ztldladx8jmzdlcffkoeclasczhxc,71,onlinequranteaching.com,23,0,com,32.404258,1.0,0.5229071,0.047311785,3,0,0,0,0.0,58,0.817,2,0.028,0,0,0,3,0.042,1,13,115,1,onlinequranteachingpublicvu1ztldladx8jmzdlcffkoeclasczhxc,0.0,100.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
8060076.txt,https://att-mail-104132.square.site/,36,att-mail-104132.square.site,27,0,site,58.2010582,0.590909091,0.0017656,0.045088666,4,1,0,0,0.0,17,0.472,6,0.167,0,0,0,5,0.139,1,13,117,1,att-mail-104132square,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
802956.txt,https://www.webgerman.com,24,www.webgerman.com,17,0,com,100.0,1.0,0.5229071,0.061740522,3,1,0,0,0.0,11,0.458,0,0.0,0,0,0,1,0.042,1,361,651,1,webgerman,100.0,100.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,4,7,0,11,1
722542.txt,https://www.shotokankarate.ca,28,www.shotokankarate.ca,21,0,ca,100.0,1.0,0.0101825,0.063526144,2,1,0,0,0.0,15,0.536,0,0.0,0,0,0,1,0.036,1,132,1410,1,shotokankarate,100.0,100.0,1,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,10,2,9,5,0,5,1
105733.txt,https://www.liquid-technologies.com,34,www.liquid-technologies.com,27,0,com,100.0,0.684210526,0.5229071,0.059565891,3,1,0,0,0.0,20,0.588,0,0.0,0,0,0,2,0.059,1,911,392,1,liquid-technologies,100.0,100.0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,81,0,3,150,0,8,1
143001.txt,https://www.startuptalky.com,27,www.startuptalky.com,20,0,com,100.0,1.0,0.5229071,0.053599041,3,1,0,0,0.0,14,0.519,0,0.0,0,0,0,1,0.037,1,1737,335,1,startuptalky,100.0,100.0,1,0,1,1,0,1,0,2,0,1,0,0,0,1,0,1,1,51,3,15,93,6,112,1
523762.txt,https://www.tillyandthebuttons.com,33,www.tillyandthebuttons.com,26,0,com,100.0,1.0,0.5229071,0.055544557,3,1,0,0,0.0,20,0.606,0,0.0,0,0,0,1,0.03,1,3913,4236,1,tillyandthebuttons,100.0,100.0,1,0,0,0,0,0,4,11,0,1,1,0,0,0,0,0,0,16,2,12,221,0,277,1
483307.txt,https://www.polinews.co.kr,25,www.polinews.co.kr,18,0,kr,100.0,0.818181818,0.0022733,0.058027253,2,2,0,0,0.0,11,0.44,0,0.0,0,0,0,2,0.08,1,2552,9465,1,polinewsco,0.0,0.0,1,0,1,0,0,1,0,0,0,1,1,1,0,1,0,0,1,100,17,21,366,0,33,1
392181.txt,https://www.chukfamily.ru,24,www.chukfamily.ru,17,0,ru,100.0,1.0,0.0180132,0.044029169,2,1,0,0,0.0,11,0.458,0,0.0,0,0,0,1,0.042,1,528,1106,1,chukfamily,100.0,100.0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,26,11,18,58,4,58,1
126183.txt,https://www.easyphp.org,22,www.easyphp.org,15,0,org,100.0,1.0,0.0799628,0.053165779,3,1,0,0,0.0,9,0.409,0,0.0,0,0,0,1,0.045,1,769,1445,1,easyphp,100.0,100.0,1,0,1,0,0,1,0,0,1,1,1,1,0,0,0,0,0,19,5,9,18,4,45,1
818435.txt,https://www.phew-hyuga.jp,24,www.phew-hyuga.jp,17,0,jp,100.0,0.6,0.0230451,0.033393955,2,1,0,0,0.0,10,0.417,0,0.0,0,0,0,2,0.083,1,408,1746,1,phew-hyuga,100.0,100.0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,53,8,15,60,0,55,1
mw19071.txt,http://www.sweetartsonline.com,29,www.sweetartsonline.com,23,0,com,80.0952381,1.0,0.5229071,0.067257089,3,1,0,0,0.0,17,0.586,0,0.0,0,0,0,1,0.034,0,64,151,1,sweetartsonline,100.0,100.0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,8,3,0,1,0
415165.txt,https://www.chairmanmills.com,28,www.chairmanmills.com,21,0,com,100.0,1.0,0.5229071,0.063063019,3,1,0,0,0.0,15,0.536,0,0.0,0,0,0,1,0.036,1,1254,836,1,chairmanmills,100.0,100.0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,25,19,31,54,3,66,1
105744.txt,https://www.austinchamber.com,28,www.austinchamber.com,21,0,com,100.0,1.0,0.5229071,0.062297472,3,1,0,0,0.0,15,0.536,0,0.0,0,0,0,1,0.036,1,506,2792,1,austinchamber,100.0,100.0,1,1,1,1,0,1,0,2,0,1,1,0,0,1,0,0,1,17,4,6,76,0,76,1
16071.txt,https://www.winehq.org,21,www.winehq.org,14,0,org,100.0,1.0,0.0799628,0.051387531,3,1,0,0,0.0,8,0.381,0,0.0,0,0,0,1,0.048,1,315,509,1,winehq,100.0,100.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,16,3,4,32,0,14,1
mw4781.txt,http://www.secretbleakparticles--oguresendere.repl.co,52,www.secretbleakparticles--oguresendere.repl.co,46,0,co,34.28255023,0.564102564,0.0059772,0.062316281,2,2,0,0,0.0,37,0.712,0,0.0,0,0,0,4,0.077,0,198,869,1,seretbleakpartiles--oguresendererepl,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
574160.txt,https://www.airpurifierfirst.com,31,www.airpurifierfirst.com,24,0,com,100.0,1.0,0.5229071,0.058043987,3,1,0,0,0.0,18,0.581,0,0.0,0,0,0,1,0.032,1,765,10282,1,airpurifierfirst,100.0,100.0,0,1,1,0,0,1,0,4,0,1,1,1,0,0,0,0,1,24,1,14,92,1,96,1
172513.txt,https://www.honkmobile.com,25,www.honkmobile.com,18,0,com,100.0,1.0,0.5229071,0.063131834,3,1,0,0,0.0,12,0.48,0,0.0,0,0,0,1,0.04,1,1761,26344,1,honkmobile,100.0,100.0,1,1,1,0,0,1,0,3,0,1,1,1,0,1,1,0,1,18,10,22,51,0,52,1
230718.txt,https://www.waldfleisch.de,25,www.waldfleisch.de,18,0,de,100.0,1.0,0.0326503,0.046524878,2,1,0,0,0.0,12,0.48,0,0.0,0,0,0,1,0.04,1,1457,320,1,walfleisch,0.0,0.0,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,25,4,8,0,2,8,1
8134204.txt,https://fbreview1008237587872.web.app/,38,fbreview1008237587872.web.app,29,0,app,33.95957194,0.88,0.001502,0.023497734,3,1,0,0,0.0,14,0.368,13,0.342,0,0,0,3,0.079,1,13,125,1,fbreview1008237587872web,0.0,0.0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
659697.txt,https://www.romwills.com,23,www.romwills.com,16,0,com,100.0,1.0,0.5229071,0.06169437,3,1,0,0,0.0,10,0.435,0,0.0,0,0,0,1,0.043,1,503,828,1,romwills,100.0,100.0,0,0,1,0,0,0,0,4,0,1,0,1,0,0,1,0,1,2,7,8,33,0,5,1
8029591.txt,https://online1-pdf.firebaseapp.com/,35,online1-pdf.firebaseapp.com,27,0,com,61.80678033,0.565217391,0.5229071,0.055536451,3,1,0,0,0.0,23,0.657,1,0.029,0,0,0,3,0.086,1,108,8125,1,online1-pdffirebaseapp,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
mw28845.txt,http://www.bestencouragementwords.com,36,www.bestencouragementwords.com,30,0,com,53.80232303,1.0,0.5229071,0.064119156,3,1,0,0,0.0,24,0.667,0,0.0,0,0,0,1,0.028,0,4,69,1,bestenuragementwords,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7507289.txt,http://nvidia1651665403.zendesk.com/,35,nvidia1651665403.zendesk.com,28,0,com,45.18824771,0.75,0.5229071,0.034571661,3,1,0,0,0.0,16,0.457,10,0.286,0,0,0,2,0.057,0,2,118,0,0,4.166666667,4.166666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
8002484.txt,https://trdxnvk3--qtt30z.repl.co,31,trdxnvk3--qtt30z.repl.co,24,0,co,36.375,0.523809524,0.0059772,0.034113101,2,1,0,0,0.0,16,0.516,3,0.097,0,0,0,4,0.129,1,198,869,1,trdxnvk3--qtt30zrepl,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
mw39271.txt,http://www.mail.applesoftupdate.com,34,www.mail.applesoftupdate.com,28,0,com,50.27777778,0.8,0.5229071,0.058541285,3,2,0,0,0.0,21,0.618,0,0.0,0,0,0,2,0.059,0,2,43,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40171.txt,https://www.dountsis.com,23,www.dountsis.com,16,0,com,100.0,1.0,0.5229071,0.062674479,3,1,0,0,0.0,10,0.435,0,0.0,0,0,0,1,0.043,1,595,9778,1,dountsis,100.0,100.0,1,1,1,0,0,1,0,0,0,1,1,1,0,0,1,0,0,14,9,12,74,0,78,1
582096.txt,https://www.studio-hoeked.nl,27,www.studio-hoeked.nl,20,0,nl,100.0,0.538461538,0.0082003,0.057488497,2,1,0,0,0.0,13,0.481,0,0.0,0,0,0,2,0.074,1,691,7559,1,studio-hoeked,100.0,100.0,1,1,1,0,0,1,0,4,0,1,1,0,0,1,1,1,1,56,5,19,66,1,81,1
745954.txt,https://www.newhallschool.co.uk,30,www.newhallschool.co.uk,23,0,uk,100.0,0.875,0.028555,0.059756229,2,2,0,0,0.0,16,0.533,0,0.0,0,0,0,2,0.067,1,1381,10427,1,newhallschoolco,0.0,0.0,1,1,1,0,0,1,0,0,1,1,0,1,0,0,0,0,1,39,10,21,267,0,289,1
oph07247.txt,http://kingnpl.com/contracts/contract,37,kingnpl.com,11,0,com,37.41935484,1.0,0.5229071,0.063026677,3,0,0,0,0.0,27,0.73,0,0.0,0,0,0,3,0.081,0,9,88,1,kingnplcontractscontract,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
81005.txt,https://www.epiphan.com,22,www.epiphan.com,15,0,com,100.0,1.0,0.5229071,0.060097491,3,1,0,0,0.0,9,0.409,0,0.0,0,0,0,1,0.045,1,2132,10527,1,epiphan,100.0,100.0,0,1,1,0,0,1,1,3,0,1,1,1,0,0,1,0,1,55,17,63,129,3,137,1
627943.txt,https://www.novasilver.co.uk,27,www.novasilver.co.uk,20,0,uk,100.0,0.846153846,0.028555,0.060293188,2,2,0,0,0.0,13,0.481,0,0.0,0,0,0,2,0.074,1,1589,1393,1,novasilverco,0.0,0.0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,45,6,27,16,0,17,1
483776.txt,https://www.uinp.gov.ua,22,www.uinp.gov.ua,15,0,ua,100.0,0.625,0.0023239,0.043887246,2,2,0,0,0.0,8,0.364,0,0.0,0,0,0,2,0.091,1,1412,788,1,inpgov,0.0,0.0,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,29,4,4,149,0,154,1
mw55844.txt,http://www.omwowxisq.cf,22,www.omwowxisq.cf,16,0,cf,51.4957265,1.0,0.0001858,0.048514893,2,1,0,0,0.0,10,0.455,0,0.0,0,0,0,1,0.045,0,20,210,1,omwowxisq,100.0,100.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8029602.txt,https://monespacedigital2023.web.app/,36,monespacedigital2023.web.app,28,0,app,49.43701619,0.875,0.001502,0.048528449,3,1,0,0,0.0,22,0.611,4,0.111,0,0,0,2,0.056,1,108,8125,1,monespacedigital2023web,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
233533.txt,https://www.digibete.org,23,www.digibete.org,16,0,org,100.0,1.0,0.0799628,0.060638128,3,1,0,0,0.0,10,0.435,0,0.0,0,0,0,1,0.043,1,781,9948,1,digibete,100.0,100.0,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,30,7,19,120,0,55,1
440924.txt,https://www.laurinburgexchange.com,33,www.laurinburgexchange.com,26,0,com,100.0,1.0,0.5229071,0.055310142,3,1,0,0,0.0,20,0.606,0,0.0,0,0,0,1,0.03,1,9873,6843,1,laurinburgexchange,100.0,100.0,1,0,1,0,0,0,0,4,0,1,1,1,0,1,1,0,1,159,19,24,276,8,314,1
8130622.txt,https://stackwholer.cf/td/excel,31,stackwholer.cf,14,0,cf,51.22222222,1.0,0.0001858,0.05419311,2,0,0,0,0.0,20,0.645,0,0.0,0,0,0,3,0.097,1,9,82,1,stackwholertdexcel,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
mw30619.txt,http://www.notification-accountservice.com,41,www.notification-accountservice.com,35,0,com,52.79656608,0.555555556,0.5229071,0.067215712,3,1,0,0,0.0,28,0.683,0,0.0,0,0,0,2,0.049,0,2,50,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8035280.txt,http://istruzioni-visurautente.com/,34,istruzioni-visurautente.com,27,0,com,46.17518827,0.565217391,0.5229071,0.059208314,3,0,0,0,0.0,25,0.735,0,0.0,0,0,0,2,0.059,0,15,155,1,istruzioni-visurautente,100.0,100.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
704487.txt,https://www.visitoakpark.com,27,www.visitoakpark.com,20,0,com,100.0,1.0,0.5229071,0.057700081,3,1,0,0,0.0,14,0.519,0,0.0,0,0,0,1,0.037,1,2806,1476,1,visitoakpark,100.0,100.0,1,0,1,0,0,1,0,3,0,1,0,1,0,0,0,0,1,112,18,15,109,0,147,1
386663.txt,https://www.artm.pref.hyogo.jp,29,www.artm.pref.hyogo.jp,22,0,jp,100.0,0.4,0.0230451,0.051990313,2,3,0,0,0.0,14,0.483,0,0.0,0,0,0,3,0.103,1,1902,4131,1,artmprefhyogo,0.0,0.0,1,0,1,0,0,1,2,1,0,1,1,0,0,0,0,0,1,77,5,20,191,6,127,1
7989035.txt,https://lidofinance.network/,27,lidofinance.network,19,0,network,63.6565097,1.0,0.0002818,0.059403772,7,0,0,0,0.0,18,0.667,0,0.0,0,0,0,1,0.037,1,15,155,1,lidofinance,100.0,100.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8055158.txt,https://ib14.pontosbradsco.co/html/classico/index.shtm/,55,ib14.pontosbradsco.co,21,0,co,22.22981941,0.888888889,0.0059772,0.056519678,2,1,0,0,0.0,38,0.691,2,0.036,0,0,0,7,0.127,1,2,63,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
